"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"422",0,1,0,0,0,0,0,1,0,1,0,0,0,1,1
"423",1,1,0,1,1,0,1,1,0,1,0,0,1,1,0
"424",1,1,0,0,0,0,1,1,0,1,1,0,1,0,1
"425",1,1,1,0,0,0,1,0,0,0,0,0,1,1,1
"426",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"427",1,1,1,1,1,0,1,1,0,1,1,1,1,1,0
"428",1,0,0,0,1,0,1,1,1,1,0,0,1,0,0
"429",1,0,1,1,1,0,1,1,1,1,1,0,1,0,1
"430",0,1,1,0,0,0,1,0,0,1,0,0,1,1,1
"431",1,1,1,0,0,0,1,1,0,1,0,0,0,1,0
"432",1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"433",0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"434",0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"435",1,0,1,1,0,1,1,1,0,1,1,0,0,1,1
"436",0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"437",1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
"438",0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
"439",1,1,1,1,1,0,0,1,0,1,1,0,1,1,1
"440",1,1,1,1,1,1,1,0,0,1,1,0,0,1,0
"441",1,1,1,0,1,1,1,1,0,1,1,0,0,0,1
"442",1,1,0,0,0,0,1,1,0,1,0,0,1,0,1
"443",1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"444",1,1,1,1,0,0,1,1,0,1,0,0,1,1,1
"445",1,1,0,1,0,0,1,1,0,1,0,0,1,0,1
"446",1,1,1,0,1,1,1,1,0,0,1,0,1,0,0
"447",1,1,1,0,1,0,1,1,0,1,0,0,1,0,1
"448",0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"449",0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"450",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"451",0,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"452",0,1,0,0,1,0,1,1,0,1,0,0,1,0,0
"453",1,0,1,1,1,1,1,1,1,1,0,0,1,0,1
"454",1,1,1,0,0,0,1,1,1,1,0,0,1,0,1
"455",0,1,1,0,0,0,1,1,0,1,0,0,1,0,1
"456",1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"457",1,0,0,1,1,0,1,1,0,1,1,0,1,1,1
"458",1,0,0,1,1,0,1,1,0,1,0,1,1,1,1
"459",0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"460",1,0,1,0,1,0,1,1,1,1,0,1,1,1,1
"461",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"462",1,1,0,0,0,0,1,1,1,1,1,0,1,0,0
"463",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
"464",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"465",1,1,0,1,0,0,1,1,0,0,0,0,1,0,0
"466",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"467",0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"468",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
"469",0,1,1,0,1,0,0,0,0,1,0,0,0,0,0
"470",1,1,1,1,0,0,1,1,0,1,0,0,1,1,1
"471",1,1,0,1,0,0,1,1,1,0,0,1,1,0,1
"472",1,1,1,0,0,1,1,0,1,1,1,1,1,0,1
"473",0,1,1,0,0,0,1,1,0,1,1,0,1,1,1
"474",1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
"475",1,0,0,1,0,0,1,1,0,1,0,0,1,0,0
"476",1,0,0,1,0,0,1,1,0,1,0,0,1,1,1
"477",1,0,0,0,0,0,1,1,1,1,0,0,0,0,1
"478",0,1,0,0,0,0,1,1,0,1,1,0,0,0,1
"479",1,1,0,1,0,0,1,1,1,1,0,0,0,1,1
"480",0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
"481",1,0,1,1,0,0,1,1,0,1,0,0,1,0,1
"482",0,1,1,0,1,0,1,1,0,1,0,0,1,0,1
"483",1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
"484",0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
"485",0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
"486",1,0,1,1,0,0,1,1,1,1,0,0,0,1,0
"487",1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
"488",1,1,0,0,0,0,0,1,0,1,1,1,1,0,1
"489",1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"490",1,0,1,1,1,0,1,1,0,1,1,0,1,1,1
"491",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"492",0,1,0,1,1,0,0,1,1,1,0,0,1,0,0
"493",0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"494",1,1,1,0,0,0,1,0,0,1,0,0,0,1,1
"495",1,1,1,0,0,0,1,1,0,1,0,0,1,1,1
"496",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"497",1,1,1,0,0,0,1,1,0,1,0,0,1,0,0
"498",1,1,1,0,1,0,1,1,0,1,0,0,1,0,1
"499",0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
"500",1,1,1,1,0,0,1,0,0,1,0,0,1,0,1
"501",1,1,1,1,1,0,1,1,1,1,1,0,1,0,1
"502",1,1,0,0,0,0,1,1,1,1,0,0,1,1,0
"503",1,0,1,1,1,0,1,1,0,1,0,0,0,1,1
"504",0,1,1,1,0,0,1,1,1,1,0,0,1,0,1
"505",1,1,1,0,0,0,1,1,0,1,0,0,1,0,0
"506",1,0,0,1,1,0,1,1,0,1,0,0,1,0,1
"507",0,1,0,1,0,0,1,1,0,1,0,0,1,1,1
"508",0,1,1,0,0,0,1,1,0,1,0,0,1,0,0
"509",0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
"510",0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"511",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0
"512",1,0,0,1,1,0,1,1,0,1,1,0,1,0,1
"513",0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
"514",1,0,1,1,1,0,1,1,1,1,0,0,1,0,1
"515",1,0,1,1,1,0,1,1,0,1,1,0,1,1,1
"516",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"517",1,1,1,0,0,0,0,0,0,1,0,0,1,0,1
"518",1,1,1,1,0,0,1,1,0,1,0,0,1,1,0
"519",1,0,1,0,0,0,1,1,1,1,1,0,1,1,1
"520",1,0,1,1,1,0,1,1,0,1,0,0,1,0,1
"521",1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
"522",0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
"523",1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"524",1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"525",0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
"526",0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"527",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"528",0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
"529",1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"530",0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"531",1,0,0,1,1,0,1,1,1,1,0,0,1,0,1
"532",0,1,1,0,0,0,1,1,0,1,0,0,1,0,0
"533",1,0,1,0,1,0,1,1,0,1,0,1,1,0,1
"534",1,1,0,1,0,1,1,1,1,1,0,0,1,0,1
"535",1,1,0,0,0,0,1,1,1,1,0,0,1,0,1
"536",0,1,0,0,0,0,0,1,0,0,0,0,1,1,0
"537",0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
"538",0,1,0,0,0,0,0,1,1,1,0,0,1,0,1
"539",1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
"540",0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"541",1,1,1,0,0,0,1,1,0,1,0,0,1,0,1
"542",1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
"543",0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
"544",1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
"545",0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
"546",0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"547",1,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"548",0,1,0,0,0,0,1,0,0,1,1,0,0,0,0
"549",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"550",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"551",1,1,1,1,1,0,1,1,0,0,0,0,0,0,1
"552",1,0,1,1,1,0,1,1,0,1,0,0,1,0,1
"553",0,1,1,0,0,0,0,1,0,1,0,0,1,0,0
"554",0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"555",0,1,0,1,0,0,1,1,0,1,0,0,0,0,1
"556",0,1,1,0,0,0,1,1,0,1,0,1,0,0,0
"557",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
"558",1,0,1,0,1,0,1,1,1,1,1,1,1,1,1
"559",0,1,1,1,1,0,1,0,0,1,0,0,0,1,0
"560",1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
"561",1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
"562",1,0,1,1,0,0,1,1,0,1,1,0,1,1,1
"563",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"564",0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
"565",0,1,0,0,1,0,1,1,0,0,0,0,0,0,0
"566",1,0,1,1,0,0,1,1,0,1,0,0,0,0,0
"567",1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
"568",1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"569",1,1,1,0,0,0,1,1,0,0,0,0,1,1,1
"570",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"571",0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
"572",0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
"573",0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
"574",1,0,1,1,0,0,1,1,1,1,1,0,1,1,1
"575",1,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"576",0,1,0,0,1,0,0,1,0,1,0,0,1,0,0
"577",0,1,0,1,0,0,1,1,0,1,0,0,1,1,1
"578",1,1,1,0,0,0,1,1,0,1,0,0,1,0,1
"579",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"580",1,1,1,0,0,0,1,1,0,1,0,0,0,1,0
"581",1,1,1,0,0,1,1,1,0,1,0,0,1,1,1
"582",1,1,0,1,0,0,1,0,0,1,1,0,1,1,0
"583",0,1,1,1,0,0,1,1,0,1,0,0,0,0,0
"584",0,1,0,1,0,0,0,0,0,1,0,0,0,0,1
"585",1,0,1,0,0,1,1,1,0,1,0,0,1,0,1
"586",0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
"587",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"588",0,1,1,0,0,0,1,0,0,1,0,0,0,0,0
"589",0,1,1,1,0,0,1,0,0,1,0,0,1,0,0
"590",1,1,1,1,0,0,1,1,0,1,0,0,1,0,0
"591",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"592",1,1,1,0,1,0,1,1,0,1,0,0,1,1,1
"593",0,1,1,0,1,0,1,1,0,1,0,0,1,0,0
"594",1,0,1,1,0,1,1,1,0,1,0,0,1,1,1
"595",0,1,0,0,0,1,1,1,0,1,0,0,1,0,0
"596",1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
"597",0,0,0,0,0,0,1,1,0,1,0,0,1,0,0
"598",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
"599",1,1,1,1,0,0,1,1,0,1,1,0,1,1,1
"600",1,0,1,1,1,0,1,0,1,1,0,0,1,0,1
"601",1,1,1,1,0,0,0,0,0,1,1,0,1,1,1
"602",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"603",1,0,0,0,1,1,1,1,0,1,0,1,1,0,1
"604",1,1,1,0,0,0,1,1,0,1,0,0,1,0,0
"605",0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
"606",0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"607",1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"608",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"609",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"610",1,1,1,1,1,0,1,1,1,1,0,0,1,1,0
"611",1,1,1,0,1,0,1,1,0,1,0,0,1,1,0
"612",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
"613",0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"614",1,1,1,1,1,0,1,1,0,1,0,0,1,1,1
"615",1,0,1,0,0,1,1,1,1,1,1,0,1,1,1
"616",0,1,0,0,1,0,1,0,1,1,0,0,1,1,0
"617",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"618",0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
"619",1,1,0,1,0,0,1,1,1,1,0,0,1,0,1
"620",0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
"621",1,1,0,1,1,0,1,1,0,1,0,0,0,0,1
"622",1,1,1,1,0,1,0,1,0,1,0,0,1,1,1
"623",0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
"624",0,1,0,0,0,0,1,1,0,1,0,1,0,0,0
"625",1,0,1,0,1,0,0,1,0,1,0,1,1,0,1
"626",0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"627",1,0,1,1,1,0,1,1,1,1,0,0,0,0,0
"628",1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"629",1,1,0,1,0,1,1,1,0,1,1,0,1,1,1
"630",1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"631",0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
"632",0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
"633",0,0,0,0,0,0,1,1,1,0,0,0,1,0,0
"634",1,1,1,1,1,0,1,1,1,1,1,0,1,1,1
"635",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"636",1,0,1,1,0,0,1,1,0,1,0,0,0,0,1
"637",1,0,0,0,0,0,1,1,0,1,0,0,1,1,1
"638",0,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"639",1,1,1,0,0,0,1,1,0,1,0,0,1,0,1
"640",0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
"641",0,1,1,0,0,0,1,1,0,1,0,0,0,1,0
"642",1,1,0,0,1,0,1,1,0,1,0,0,1,0,1
"643",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"644",0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
"645",1,1,0,1,1,1,1,1,1,1,0,0,1,0,1
"646",0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
"647",0,1,0,0,0,0,1,0,0,0,0,0,1,1,1
"648",1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
"649",1,0,1,0,1,0,1,1,1,1,1,0,1,1,1
"650",1,0,1,1,0,0,1,1,1,1,0,0,1,1,1
"651",0,1,1,0,0,0,1,1,0,1,0,0,1,0,0
"652",1,1,0,1,0,0,1,1,1,1,0,0,1,1,1
"653",1,0,1,1,0,1,1,1,0,1,0,0,0,0,1
"654",0,1,0,0,0,0,1,1,0,1,0,0,0,1,0
"655",1,1,1,1,0,0,1,1,0,0,1,0,1,0,0
"656",1,0,1,1,1,1,1,1,1,1,1,0,1,0,1
"657",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"658",0,1,0,0,0,0,1,1,0,0,0,0,0,0,1
"659",0,1,1,0,1,0,1,1,0,1,0,0,0,0,0
"660",1,1,1,1,1,0,1,1,0,1,0,1,1,0,1
"661",1,1,1,0,0,1,1,1,0,1,1,0,1,1,1
"662",1,0,1,0,0,0,1,1,0,1,0,0,1,0,1
"663",1,0,0,1,0,1,1,1,1,1,0,1,0,0,1
"664",0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
"665",0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
"666",0,1,0,0,0,0,1,1,0,0,0,0,1,0,0
"667",0,1,0,1,1,0,1,1,0,1,0,0,1,0,1
"668",0,1,1,1,0,0,1,1,0,1,0,0,0,1,1
"669",1,1,0,0,0,1,1,1,1,1,0,0,1,1,1
"670",1,1,1,1,0,0,1,1,0,1,0,0,1,1,1
"671",0,1,1,1,0,0,1,0,0,1,0,0,1,0,1
"672",0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
"673",0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
"674",1,1,0,0,0,0,1,1,0,1,1,0,1,0,1
"675",0,1,1,0,1,0,1,1,0,1,0,0,1,0,1
"676",1,1,1,0,1,0,1,1,0,1,1,0,1,0,1
"677",0,1,1,1,0,0,1,0,0,1,0,0,0,0,0
"678",0,1,1,0,0,0,0,1,0,1,0,0,0,0,0
"679",1,1,1,1,1,0,1,0,0,1,0,0,1,0,0
"680",1,0,1,1,1,1,1,1,0,1,0,0,1,0,1
"681",1,1,1,1,0,0,1,1,0,0,0,0,0,0,1
"682",0,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"683",0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"684",0,1,0,1,0,0,1,0,0,1,0,0,0,0,0
"685",1,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"686",1,1,0,1,0,0,1,1,0,1,0,0,0,1,0
"687",0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
"688",0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"689",1,1,1,1,1,0,1,1,0,1,0,0,1,0,0
"690",0,1,0,1,1,0,1,1,0,0,0,0,0,0,0
"691",1,0,0,1,1,0,1,1,0,1,0,0,1,0,1
"692",1,1,1,1,0,0,1,1,1,1,0,0,1,0,1
"693",0,1,1,0,1,0,1,1,1,1,0,0,1,0,1
"694",0,1,1,0,0,0,1,1,0,1,0,0,1,0,0
"695",1,1,0,1,1,0,0,1,0,1,0,0,0,1,1
"696",0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"697",1,0,1,1,0,0,1,1,1,1,0,1,1,0,0
"698",1,1,0,0,1,0,1,1,0,1,1,1,1,0,1
"699",1,0,1,1,0,0,1,1,0,1,0,0,1,1,1
"700",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"701",1,0,1,1,0,0,1,1,1,1,0,0,0,1,1
"702",1,0,0,0,0,1,1,1,0,1,0,0,1,0,1
"703",1,0,1,0,0,0,0,1,0,1,0,0,1,0,0
"704",1,1,1,1,0,0,1,1,0,1,0,0,1,1,1
"705",1,1,1,0,1,0,1,1,0,1,0,1,0,1,0
"706",1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
"707",1,0,0,1,0,0,1,1,0,1,1,0,1,1,1
"708",0,1,0,0,1,0,1,1,0,0,0,0,0,0,1
"709",0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
"710",1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
"711",1,1,1,0,0,0,1,1,1,1,0,1,0,1,0
"712",0,1,1,0,0,0,1,1,0,1,0,0,1,0,0
"713",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"714",0,1,1,0,0,0,1,1,1,1,0,0,1,1,1
"715",1,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"716",1,0,1,1,0,0,1,1,1,1,0,0,1,0,1
"717",1,1,1,1,1,1,1,1,0,1,0,0,0,0,1
"718",1,1,0,0,0,0,1,1,0,1,0,0,0,0,1
"719",1,0,1,1,0,0,1,1,0,1,1,0,1,1,1
"720",1,1,1,0,0,0,1,0,0,1,0,0,0,0,1
"721",0,1,1,1,1,0,1,1,1,1,0,0,0,0,1
"722",1,1,0,1,0,0,1,1,0,1,1,0,0,0,0
"723",1,0,1,0,1,0,1,1,0,0,0,0,1,1,1
"724",1,0,1,1,0,0,1,0,1,1,0,1,1,1,0
"725",1,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"726",0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
"727",0,0,0,1,1,0,1,1,0,1,0,0,0,1,1
"728",0,1,0,0,0,0,0,1,0,0,1,0,1,0,1
"729",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"730",0,1,0,1,0,0,1,1,0,1,0,0,1,0,1
"731",0,0,1,1,0,0,1,1,0,1,1,0,0,1,1
"732",1,0,1,0,0,0,1,1,0,1,0,1,1,1,1
"733",1,0,1,1,0,1,1,0,0,1,0,0,1,1,1
"734",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"735",0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
"736",0,1,0,0,0,0,0,0,0,1,0,0,1,0,1
"737",1,1,1,1,1,0,1,1,1,1,0,0,1,0,1
"738",1,1,0,1,1,0,1,1,1,1,0,0,0,0,1
"739",1,0,1,1,0,0,1,1,0,1,1,0,1,1,1
"740",1,0,1,0,1,0,1,1,0,1,1,1,1,1,0
"741",1,0,1,0,0,0,1,1,0,1,1,0,1,0,1
"742",0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
"743",1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"744",1,0,1,1,1,0,1,1,0,1,0,1,1,0,1
"745",1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
"746",0,1,0,0,1,0,1,1,0,1,0,0,0,0,0
"747",0,1,0,0,0,0,1,1,0,1,0,0,1,0,1
"748",1,1,1,1,1,0,1,1,0,1,1,0,1,0,1
"749",0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
"750",1,1,0,1,1,0,1,1,1,1,0,1,1,1,1
"751",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"752",1,0,0,0,1,0,1,1,0,1,0,0,1,0,1
"753",1,1,1,1,0,0,1,1,0,0,0,0,1,0,1
"754",0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
"755",1,0,1,1,1,0,1,1,0,1,0,0,1,0,1
"756",0,1,0,1,0,0,0,1,0,1,0,0,1,0,1
"757",1,1,1,1,0,0,1,1,1,1,0,0,1,0,1
"758",1,1,1,1,1,0,1,1,1,1,0,0,1,1,1
"759",1,0,1,1,0,1,1,1,0,1,1,0,1,0,1
"760",0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
"761",1,0,1,0,1,0,1,1,0,1,0,0,1,0,1
"762",1,1,1,1,0,0,1,1,0,1,1,0,1,0,0
"763",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
"764",1,0,1,1,0,0,1,1,0,1,0,0,1,0,0
"765",0,1,0,0,0,0,1,1,1,1,0,0,0,0,1
"766",1,0,1,1,1,1,1,1,0,1,0,0,1,0,1
"767",1,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"768",0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
"769",0,1,0,0,0,0,0,0,0,0,0,1,1,0,1
"770",1,1,0,0,1,0,1,1,0,1,0,0,1,0,1
"771",0,1,0,0,0,0,0,1,0,1,0,0,1,1,1
"772",1,1,1,0,0,0,1,1,0,1,0,0,1,1,0
"773",0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
"774",0,1,0,0,0,0,1,1,0,1,0,0,1,1,0
"775",0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
"776",0,1,0,0,0,0,1,1,0,1,0,0,0,0,0
"777",1,1,1,0,0,0,1,1,0,1,1,0,0,0,1
"778",1,0,1,1,0,0,1,1,0,1,0,0,1,1,1
"779",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"780",1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
"781",0,1,1,0,0,0,1,1,0,1,0,0,1,1,1
"782",1,1,1,0,0,0,1,0,0,1,0,0,1,0,1
"783",1,1,1,1,1,0,1,1,0,1,0,0,0,0,1
"784",0,1,1,1,0,0,1,1,0,0,0,0,1,0,0
"785",1,0,1,0,0,0,1,1,0,1,0,0,1,1,1
"786",0,1,1,1,0,0,1,1,0,1,0,0,0,0,1
"787",1,0,0,0,0,0,1,1,0,1,0,0,0,0,1
"788",0,1,1,0,1,0,0,1,0,1,0,0,0,1,0
"789",1,1,1,0,0,0,0,1,1,1,0,0,1,0,1
"790",0,1,0,1,0,0,1,0,0,1,0,0,1,0,1
"791",1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
"792",0,1,0,1,0,0,0,1,0,1,0,0,0,0,0
"793",1,1,1,1,0,0,0,0,0,1,0,0,0,0,1
"794",0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
"795",1,0,1,1,1,0,1,1,1,1,0,0,1,0,1
"796",1,1,1,0,0,0,1,1,0,1,0,1,1,0,0
"797",1,1,1,1,1,1,1,1,0,1,0,0,1,0,1
"798",0,1,1,0,0,0,1,0,0,1,0,0,1,0,1
"799",0,0,1,0,1,0,1,1,0,1,0,0,1,0,1
"800",1,1,0,1,0,0,1,1,0,1,0,0,1,1,1
"801",1,1,1,1,0,0,1,1,1,1,0,0,0,1,1
"802",0,1,1,1,0,0,0,1,0,1,0,0,0,0,1
"803",0,1,0,1,0,0,1,1,0,1,0,0,1,0,0
"804",1,1,1,0,0,0,1,1,0,1,1,0,1,1,0
"805",1,1,0,0,1,0,1,1,1,1,0,0,1,1,0
"806",0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
"807",0,1,0,0,1,0,0,0,0,1,0,0,1,0,1
"808",1,1,1,0,0,0,0,1,1,1,0,0,0,1,1
"809",1,1,1,0,1,0,1,1,0,1,0,0,0,1,0
"810",1,0,1,0,0,0,1,1,1,1,0,0,1,1,1
"811",1,1,1,1,0,1,1,1,0,0,0,0,1,1,1
"812",1,1,0,1,0,0,1,1,1,1,0,0,1,0,1
"813",0,1,0,0,0,0,1,0,0,1,0,0,1,0,1
"814",1,0,1,1,1,0,1,1,1,1,1,1,1,1,0
"815",0,1,0,1,0,0,1,1,0,0,0,0,0,0,0
"816",1,1,1,0,0,0,1,1,1,1,1,0,1,1,1
"817",0,1,1,1,0,0,1,0,1,1,0,0,0,0,0
"818",1,1,1,0,0,0,1,1,0,1,0,0,1,0,1
"819",0,1,0,0,1,0,1,1,0,0,1,0,0,1,1
"820",1,1,1,0,0,0,1,1,1,1,0,0,1,0,0
"821",0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
"822",1,1,1,1,0,1,1,1,0,1,0,0,1,1,1
"823",1,1,1,1,1,0,1,1,0,1,0,0,0,1,1
"824",0,1,0,0,0,0,1,1,0,1,0,0,1,0,0
"825",1,0,1,0,1,0,1,1,1,1,0,0,0,0,1
"826",1,1,0,0,0,0,1,0,0,1,1,0,1,1,0
"827",0,1,1,1,0,0,1,1,0,1,0,0,0,1,0
"828",0,1,0,0,1,0,1,1,0,1,0,0,1,0,1
"829",0,1,1,0,0,0,1,1,0,1,0,0,0,0,1
"830",1,0,1,1,1,0,1,1,0,1,0,0,1,1,0
"831",1,1,1,0,0,0,0,1,0,0,0,1,1,0,0
"832",1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
"833",1,1,1,1,1,0,1,1,0,1,0,0,1,0,1
"834",1,0,1,1,0,0,1,1,1,1,0,0,1,1,1
"835",1,0,0,0,0,0,1,1,0,1,0,0,1,0,1
"836",1,0,1,0,0,0,1,0,0,1,0,1,1,0,0
"837",0,1,1,0,0,0,1,1,0,1,0,0,0,0,0
"838",0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
"839",0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
"840",1,1,1,1,1,0,1,1,0,1,1,0,1,1,0
"841",1,1,0,1,0,0,0,1,0,1,0,0,1,0,1
"842",1,0,0,1,0,0,1,1,1,1,0,0,1,1,1
"843",1,0,1,1,1,0,1,1,0,1,0,1,1,1,1
